,State,City,M,n,M_social,n_social,M_race,n_race,M_gender,n_gender,M_sexual_orientation,n_sexual_orientation,M_disabilities,n_disabilities,M_infogram_socialEquityCitiesRanking,M_nationalEquityAtlas,M_usNews_stateRankingsEquality,M_wallethub_statesRacialEquality,M_wallethub_racialIntegration,M_wisevoter_mostDiverseStates,M_bloomberg_blackWomenMetros,M_georgetown_usaIndex,M_usaNews_statesGenderEquality,M_statusWomen_bestWorstStates,M_iwpr_reproductiveRights,M_wallethub_womenEquity,M_hrc_stateEquityIndex,M_move_lgbtqFamily,M_map_equaliltyMaps,M_axios_lgbtq_equality,M_wallethub_citiesDisabilities,M_ncaj_disabilityAccess,M_usNews_equalityRankings
166,MI,Kalamazoo,4.291742799088453,18,6.119999999999999,2,4.14256,5,3.6004000000000005,4,4.192669066486275,4,4.375431372549019,3,5.622999999999999,6.617,5.76,4.4544,4.3824,3.6160000000000005,2.5,4.216,3.6624000000000003,,1.3199999999999998,5.203200000000001,1.6,4.392156862745098,4.7761194032,6.0024,5.090999999999999,3.8,4.23529411764706
158,MI,Lansing-East Lansing,4.298242799088452,18,6.1785,2,4.14256,5,3.6004000000000005,4,4.192669066486275,4,4.375431372549019,3,5.622999999999999,6.734,5.76,4.4544,4.3824,3.6160000000000005,2.5,4.216,3.6624000000000003,,1.3199999999999998,5.203200000000001,1.6,4.392156862745098,4.7761194032,6.0024,5.090999999999999,3.8,4.23529411764706
25,MN,,4.629638513326471,16,3.5927999999999995,1,3.7428000000000003,4,5.14928,5,6.1664442493843135,4,2.549019607843137,2,,3.5927999999999995,3.3600000000000003,4.3096,4.0616,3.2399999999999998,,4.848000000000001,4.5920000000000005,8.0,3.112,5.1944,6.0,5.019607843137256,6.766169154399999,6.88,,4.0,1.0980392156862746
73,MN,Minneapolis,4.89749559016966,19,5.454000000000001,2,4.194240000000001,5,5.14928,5,6.1664442493843135,4,3.587013071895425,3,6.348,4.5600000000000005,3.3600000000000003,4.3096,4.0616,3.2399999999999998,6.0,4.848000000000001,4.5920000000000005,8.0,3.112,5.1944,6.0,5.019607843137256,6.766169154399999,6.88,5.663,4.0,1.0980392156862746
75,MN,St. Paul,4.8757587480643965,19,5.366,2,4.194240000000001,5,5.14928,5,6.1664442493843135,4,3.5080130718954248,3,6.172,4.5600000000000005,3.3600000000000003,4.3096,4.0616,3.2399999999999998,6.0,4.848000000000001,4.5920000000000005,8.0,3.112,5.1944,6.0,5.019607843137256,6.766169154399999,6.88,5.426,4.0,1.0980392156862746
26,MO,,3.3370874256156866,15,4.6544,1,5.158,4,2.7678000000000003,4,2.571736669588235,4,1.7058823529411766,2,,4.6544,6.720000000000001,5.504,5.144,3.2640000000000002,,3.048,3.6239999999999997,,0.176,4.2232,0.8,3.764705882352941,1.6318407959999999,4.090400000000001,,2.0,1.411764705882353
118,MO,Kansas City,3.697050632457516,18,5.6825,2,5.0464,5,2.7678000000000003,4,2.571736669588235,4,2.863921568627451,3,4.726,6.639,6.720000000000001,5.504,5.144,3.2640000000000002,4.6,3.048,3.6239999999999997,,0.176,4.2232,0.8,3.764705882352941,1.6318407959999999,4.090400000000001,5.18,2.0,1.411764705882353
176,MO,Springfield,3.667717299124183,18,5.5815,2,5.0464,5,2.7678000000000003,4,2.571736669588235,4,2.755254901960784,3,4.726,6.437,6.720000000000001,5.504,5.144,3.2640000000000002,4.6,3.048,3.6239999999999997,,0.176,4.2232,0.8,3.764705882352941,1.6318407959999999,4.090400000000001,4.854,2.0,1.411764705882353
114,MO,St. Louis,3.6634395213464055,18,5.67,2,4.846400000000001,5,2.7678000000000003,4,2.571736669588235,4,3.003921568627451,3,4.8340000000000005,6.506,6.720000000000001,5.504,5.144,3.2640000000000002,3.6,3.048,3.6239999999999997,,0.176,4.2232,0.8,3.764705882352941,1.6318407959999999,4.090400000000001,5.6,2.0,1.411764705882353
27,MS,,2.75041717882451,16,1.732,1,4.6335999999999995,4,1.9851199999999998,5,1.2928844015725491,4,4.321568627450981,2,,1.732,4.64,4.796,4.626399999999999,4.4719999999999995,,1.456,3.1104000000000003,0.0,1.272,4.0872,0.4,0.7843137254901962,0.9552238808,3.032,,0.8,7.843137254901961
294,MS,Gulfport,2.79551028595248,17,1.732,1,4.6335999999999995,4,1.9851199999999998,5,1.2928844015725491,4,4.053379084967321,3,,1.732,4.64,4.796,4.626399999999999,4.4719999999999995,,1.456,3.1104000000000003,0.0,1.272,4.0872,0.4,0.7843137254901962,0.9552238808,3.032,3.5170000000000003,0.8,7.843137254901961
219,MS,Jackson,3.089537492288453,18,5.0969999999999995,1,4.53088,5,1.9851199999999998,5,1.2928844015725491,4,4.25437908496732,3,,5.0969999999999995,4.64,4.796,4.626399999999999,4.4719999999999995,4.12,1.456,3.1104000000000003,0.0,1.272,4.0872,0.4,0.7843137254901962,0.9552238808,3.032,4.12,0.8,7.843137254901961
28,MT,,3.7418544298321574,15,4.5775999999999994,1,4.5174,4,3.7278000000000002,4,2.406079602066667,4,4.472549019607843,2,,4.5775999999999994,4.16,5.8016,5.7,2.4080000000000004,,3.568,3.72,,3.152,4.4712000000000005,1.2,2.666666666666667,2.0696517416,3.688,,2.2,6.745098039215686
247,MT,Billings,3.824863527967647,16,4.5775999999999994,1,4.5174,4,3.7278000000000002,4,2.406079602066667,4,4.671699346405229,3,,4.5775999999999994,4.16,5.8016,5.7,2.4080000000000004,,3.568,3.72,,3.152,4.4712000000000005,1.2,2.666666666666667,2.0696517416,3.688,5.07,2.2,6.745098039215686
248,MT,Missoula,3.8247385279676474,16,4.5775999999999994,1,4.5174,4,3.7278000000000002,4,2.406079602066667,4,4.671032679738562,3,,4.5775999999999994,4.16,5.8016,5.7,2.4080000000000004,,3.568,3.72,,3.152,4.4712000000000005,1.2,2.666666666666667,2.0696517416,3.688,5.068,2.2,6.745098039215686
29,NC,,3.925510736492549,15,4.6608,1,4.8938,4,3.571,4,3.274978987337255,4,3.6313725490196083,2,,4.6608,4.0,5.650399999999999,5.2928,4.632,,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,,2.4,4.862745098039216
196,NC,Asheville,4.015924069825882,15,6.017,1,4.8938,4,3.571,4,3.274978987337255,4,3.6313725490196083,2,,6.017,4.0,5.650399999999999,5.2928,4.632,,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,,2.4,4.862745098039216
110,NC,Charlotte,4.291658947077124,18,5.864,2,5.31504,5,3.571,4,3.274978987337255,4,3.854248366013072,3,4.993,6.734999999999999,4.0,5.650399999999999,5.2928,4.632,7.0,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.3,2.4,4.862745098039216
111,NC,Durham,4.310603391521569,18,5.833,2,5.31504,5,3.571,4,3.274978987337255,4,3.988581699346405,3,4.946,6.720000000000001,4.0,5.650399999999999,5.2928,4.632,7.0,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.703,2.4,4.862745098039216
172,NC,Fayetteville,4.267936724854902,18,5.726,2,5.31504,5,3.571,4,3.274978987337255,4,3.8039150326797384,3,4.946,6.506,4.0,5.650399999999999,5.2928,4.632,7.0,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.149,2.4,4.862745098039216
122,NC,Greensboro,4.332658947077125,18,5.5465,2,5.61504,5,3.571,4,3.274978987337255,4,3.811915032679739,3,4.479,6.614,4.0,5.650399999999999,5.2928,4.632,8.5,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.173,2.4,4.862745098039216
188,NC,Hickory,4.308825613743791,18,5.332000000000001,2,5.61504,5,3.571,4,3.274978987337255,4,3.811915032679739,3,4.479,6.1850000000000005,4.0,5.650399999999999,5.2928,4.632,8.5,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.173,2.4,4.862745098039216
88,NC,Raleigh,4.415103391521569,18,5.864000000000001,2,5.635039999999999,5,3.571,4,3.274978987337255,4,4.061581699346405,3,5.543,6.1850000000000005,4.0,5.650399999999999,5.2928,4.632,8.6,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.922,2.4,4.862745098039216
152,NC,Raleigh-Cary,4.45271450263268,18,6.202500000000001,2,5.635039999999999,5,3.571,4,3.274978987337255,4,4.061581699346405,3,5.543,6.862,4.0,5.650399999999999,5.2928,4.632,8.6,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.922,2.4,4.862745098039216
154,NC,Wilmington,4.449547835966013,18,6.1739999999999995,2,5.635039999999999,5,3.571,4,3.274978987337255,4,4.061581699346405,3,5.543,6.805,4.0,5.650399999999999,5.2928,4.632,8.6,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.922,2.4,4.862745098039216
187,NC,Winston,4.416658947077124,18,5.878,2,5.635039999999999,5,3.571,4,3.274978987337255,4,4.061581699346405,3,5.543,6.213,4.0,5.650399999999999,5.2928,4.632,8.6,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.922,2.4,4.862745098039216
129,NC,Winston-Salem,4.288158947077124,18,5.1605,2,5.635039999999999,5,3.571,4,3.274978987337255,4,3.7689150326797383,3,4.108,6.213,4.0,5.650399999999999,5.2928,4.632,8.6,3.568,3.8608,,2.3760000000000003,4.4792000000000005,1.2,4.07843137254902,3.3830845768000004,4.4384,4.044,2.4,4.862745098039216
30,ND,,3.0524832933563397,15,3.0528,1,2.9204,4,3.2524,4,3.747086859890196,4,1.527450980392157,2,,3.0528,0.32,4.548,4.2056,2.608,,4.232,3.7184,,0.624,4.4352,3.2,3.1372549019607847,3.7014925376,4.949599999999999,,1.8,1.254901960784314
293,ND,Bismarck,3.1220155875215685,16,3.0528,1,2.9204,4,3.2524,4,3.747086859890196,4,2.4066339869281044,3,,3.0528,0.32,4.548,4.2056,2.608,,4.232,3.7184,,0.624,4.4352,3.2,3.1372549019607847,3.7014925376,4.949599999999999,4.165,1.8,1.254901960784314
252,ND,Fargo,3.1752030875215684,16,3.0528,1,2.9204,4,3.2524,4,3.747086859890196,4,2.6903006535947713,3,,3.0528,0.32,4.548,4.2056,2.608,,4.232,3.7184,,0.624,4.4352,3.2,3.1372549019607847,3.7014925376,4.949599999999999,5.016,1.8,1.254901960784314
31,NE,,3.028688806942745,15,4.24,1,3.3676000000000004,4,3.2114,4,2.5519163593686276,4,2.3333333333333335,2,,4.24,1.1199999999999999,4.8696,4.2168,3.2640000000000002,,4.296,3.872,,0.48,4.1975999999999996,2.0,2.03921568627451,1.9900497512000002,4.1784,,2.0,2.666666666666667
92,NE,Lincoln,3.3025489473024225,17,4.8759999999999994,2,3.3676000000000004,4,3.2114,4,2.5519163593686276,4,3.289222222222222,3,5.512,4.24,1.1199999999999999,4.8696,4.2168,3.2640000000000002,,4.296,3.872,,0.48,4.1975999999999996,2.0,2.03921568627451,1.9900497512000002,4.1784,5.201,2.0,2.666666666666667
109,NE,Omaha,3.3989018884788926,17,5.657500000000001,2,3.3676000000000004,4,3.2114,4,2.5519163593686276,4,3.3142222222222224,3,4.995,6.32,1.1199999999999999,4.8696,4.2168,3.2640000000000002,,4.296,3.872,,0.48,4.1975999999999996,2.0,2.03921568627451,1.9900497512000002,4.1784,5.276,2.0,2.666666666666667
32,NH,,4.458639102541176,15,4.8272,1,4.753800000000001,4,4.4332,4,5.908449575705883,4,0.8352941176470587,2,,4.8272,7.040000000000001,5.474400000000001,4.6128,1.8880000000000003,,5.216,5.3712,,2.56,4.5856,5.2,6.11764705882353,6.049751244,6.2664,,1.2,0.47058823529411764
163,NH,Manchester,4.6003366586323535,16,6.648000000000001,1,4.753800000000001,4,4.4332,4,5.908449575705883,4,2.1918627450980392,3,,6.648000000000001,7.040000000000001,5.474400000000001,4.6128,1.8880000000000003,,5.216,5.3712,,2.56,4.5856,5.2,6.11764705882353,6.049751244,6.2664,4.904999999999999,1.2,0.47058823529411764
243,NH,Nashua,4.614211658632353,16,6.648000000000001,1,4.753800000000001,4,4.4332,4,5.908449575705883,4,2.2658627450980395,3,,6.648000000000001,7.040000000000001,5.474400000000001,4.6128,1.8880000000000003,,5.216,5.3712,,2.56,4.5856,5.2,6.11764705882353,6.049751244,6.2664,5.127000000000001,1.2,0.47058823529411764
33,NJ,,5.387402797784052,15,4.4048,1,5.039,4,4.7010000000000005,4,7.024305589729412,4,4.674509803921568,2,,4.4048,4.4799999999999995,5.216799999999999,5.1952,5.264,,4.856,4.7552,,4.992,4.200799999999999,6.8,6.588235294117648,7.482587064800001,7.2264,,4.8,4.549019607843137
63,NJ,Jersey City,5.473590703927105,17,5.6533999999999995,2,5.039,4,4.7010000000000005,4,7.024305589729412,4,4.895673202614379,3,6.901999999999999,4.4048,4.4799999999999995,5.216799999999999,5.1952,5.264,,4.856,4.7552,,4.992,4.200799999999999,6.8,6.588235294117648,7.482587064800001,7.2264,5.338,4.8,4.549019607843137
66,NJ,Newark,5.424237762750634,17,5.533899999999999,2,5.039,4,4.7010000000000005,4,7.024305589729412,4,4.695673202614379,3,6.662999999999999,4.4048,4.4799999999999995,5.216799999999999,5.1952,5.264,,4.856,4.7552,,4.992,4.200799999999999,6.8,6.588235294117648,7.482587064800001,7.2264,4.738,4.8,4.549019607843137
192,NJ,Trenton,5.523543645103575,17,6.378,2,5.039,4,4.7010000000000005,4,7.024305589729412,4,4.695673202614379,3,6.662999999999999,6.093,4.4799999999999995,5.216799999999999,5.1952,5.264,,4.856,4.7552,,4.992,4.200799999999999,6.8,6.588235294117648,7.482587064800001,7.2264,4.738,4.8,4.549019607843137
34,NM,,4.8439836738091495,15,2.832,1,4.7714,4,4.3126,4,5.879801521882354,4,4.986274509803922,2,,2.832,1.44,6.503200000000001,6.1024,5.04,,2.92,4.712,,4.016,5.6024,5.2,5.647058823529412,5.890547264,6.7816,,2.6,7.372549019607844
103,NM,Albuquerque,5.080279712184544,17,5.7844999999999995,2,4.7714,4,4.3126,4,5.879801521882354,4,4.980183006535948,3,5.135,6.434,1.44,6.503200000000001,6.1024,5.04,,2.92,4.712,,4.016,5.6024,5.2,5.647058823529412,5.890547264,6.7816,4.968,2.6,7.372549019607844
266,NM,Las Cruces,5.063338535713956,17,5.7844999999999995,2,4.7714,4,4.3126,4,5.879801521882354,4,4.884183006535948,3,5.135,6.434,1.44,6.503200000000001,6.1024,5.04,,2.92,4.712,,4.016,5.6024,5.2,5.647058823529412,5.890547264,6.7816,4.68,2.6,7.372549019607844
35,NMI,,1.9900497512000002,1,,0,,0,,0,1.9900497512000002,1,,0,,,,,,,,,,,,,,,1.9900497512000002,,,,
36,NV,,5.027149991221961,15,3.2664,1,5.083,4,4.0966,4,6.734043839631372,4,4.243137254901962,2,,3.2664,4.32,5.364,5.144,5.504,,3.4560000000000004,4.6368,,2.728,5.565599999999999,6.8,5.96078431372549,7.6417910448,6.5336,,0.8,7.686274509803923
112,NV,Henderson,5.00224999225467,17,4.119199999999999,2,5.083,4,4.0966,4,6.734043839631372,4,4.381758169934641,3,4.9719999999999995,3.2664,4.32,5.364,5.144,5.504,,3.4560000000000004,4.6368,,2.728,5.565599999999999,6.8,5.96078431372549,7.6417910448,6.5336,4.659000000000001,0.8,7.686274509803923
98,NV,Las Vegas,5.093269437129411,18,5.515000000000001,2,4.8164,5,4.0966,4,6.734043839631372,4,4.4147581699346405,3,5.21,5.82,4.32,5.364,5.144,5.504,3.75,3.4560000000000004,4.6368,,2.728,5.565599999999999,6.8,5.96078431372549,7.6417910448,6.5336,4.758,0.8,7.686274509803923
288,NV,North Las Vegas,5.067880548240522,18,5.515000000000001,2,4.8164,5,4.0966,4,6.734043839631372,4,4.2624248366013076,3,5.21,5.82,4.32,5.364,5.144,5.504,3.75,3.4560000000000004,4.6368,,2.728,5.565599999999999,6.8,5.96078431372549,7.6417910448,6.5336,4.301,0.8,7.686274509803923
264,NV,Reno,5.090269437129411,18,5.515000000000001,2,4.8164,5,4.0966,4,6.734043839631372,4,4.396758169934641,3,5.21,5.82,4.32,5.364,5.144,5.504,3.75,3.4560000000000004,4.6368,,2.728,5.565599999999999,6.8,5.96078431372549,7.6417910448,6.5336,4.704,0.8,7.686274509803923
146,NV,Reno-Sparks,5.1567694371294115,18,6.1135,2,4.8164,5,4.0966,4,6.734043839631372,4,4.396758169934641,3,5.21,7.017,4.32,5.364,5.144,5.504,3.75,3.4560000000000004,4.6368,,2.728,5.565599999999999,6.8,5.96078431372549,7.6417910448,6.5336,4.704,0.8,7.686274509803923
37,NY,,5.056645416058561,15,2.5263999999999998,1,4.6396,4,4.976,4,7.326985016101961,4,2.776470588235294,2,,2.5263999999999998,3.6799999999999997,4.7768,4.8376,5.264,,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,,3.2,2.3529411764705883
210,NY,Albany,5.271952082725229,15,5.756,1,4.6396,4,4.976,4,7.326985016101961,4,2.776470588235294,2,,5.756,3.6799999999999997,4.7768,4.8376,5.264,,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,,3.2,2.3529411764705883
74,NY,Buffalo,5.325487131816379,17,6.002,2,4.6396,4,4.976,4,7.326985016101961,4,3.5863137254901964,3,6.204,5.8,3.6799999999999997,4.7768,4.8376,5.264,,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,5.206,3.2,2.3529411764705883
61,NY,New York,5.41534895782658,18,5.8695,2,5.11168,5,4.976,4,7.326985016101961,4,3.6556470588235297,3,6.952,4.787,3.6799999999999997,4.7768,4.8376,5.264,7.0,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,5.414,3.2,2.3529411764705883
177,NY,Poughkeepsie,5.504460068937691,18,6.6715,2,5.11168,5,4.976,4,7.326985016101961,4,3.6556470588235297,3,6.952,6.391,3.6799999999999997,4.7768,4.8376,5.264,7.0,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,5.414,3.2,2.3529411764705883
221,NY,Rochester,5.3979600689376905,18,5.801,2,5.11168,5,4.976,4,7.326985016101961,4,3.5969803921568633,3,6.952,4.65,3.6799999999999997,4.7768,4.8376,5.264,7.0,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,5.238,3.2,2.3529411764705883
216,NY,Syracuse,5.437904513382135,18,6.1605,2,5.11168,5,4.976,4,7.326985016101961,4,3.5969803921568633,3,6.952,5.369,3.6799999999999997,4.7768,4.8376,5.264,7.0,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,5.238,3.2,2.3529411764705883
234,NY,Yonkers,5.4508489578265795,18,6.1605,2,5.11168,5,4.976,4,7.326985016101961,4,3.6746470588235294,3,6.952,5.369,3.6799999999999997,4.7768,4.8376,5.264,7.0,5.072,5.0144,,4.336,5.481599999999999,6.8,7.372549019607844,7.6417910448,7.493600000000001,5.471,3.2,2.3529411764705883
38,OH,,3.499684445412745,16,4.904,1,4.456,4,2.72832,5,3.0367299385137256,4,3.73921568627451,2,,4.904,5.12,4.6816,4.7904,3.232,,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,,3.4,4.07843137254902
159,OH,Akron,3.703879478035525,17,6.7219999999999995,1,4.456,4,2.72832,5,3.0367299385137256,4,4.210477124183007,3,,6.7219999999999995,5.12,4.6816,4.7904,3.232,,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,5.1530000000000005,3.4,4.07843137254902
160,OH,Canton,3.703291242741407,17,6.712000000000001,1,4.456,4,2.72832,5,3.0367299385137256,4,4.210477124183007,3,,6.712000000000001,5.12,4.6816,4.7904,3.232,,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,5.1530000000000005,3.4,4.07843137254902
228,OH,Chicago,3.7086639514779955,18,6.712000000000001,1,4.324800000000001,5,2.72832,5,3.0367299385137256,4,4.210477124183007,3,,6.712000000000001,5.12,4.6816,4.7904,3.232,3.8,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,5.1530000000000005,3.4,4.07843137254902
104,OH,Cincinnati,3.7380500592949435,19,5.888,2,4.1648000000000005,5,2.72832,5,3.0367299385137256,4,4.2114771241830065,3,5.127000000000001,6.648999999999999,5.12,4.6816,4.7904,3.232,3.0,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,5.156000000000001,3.4,4.07843137254902
106,OH,Cleveland,3.6118395329791544,19,5.705500000000001,2,3.7648,5,2.72832,5,3.0367299385137256,4,4.200477124183006,3,5.107,6.304,5.12,4.6816,4.7904,3.232,1.0,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,5.122999999999999,3.4,4.07843137254902
94,OH,Columbus,3.814576375084417,19,6.0969999999999995,2,4.3208,5,2.72832,5,3.0367299385137256,4,4.29681045751634,3,5.257,6.937,5.12,4.6816,4.7904,3.232,3.78,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,5.412,3.4,4.07843137254902
148,OH,Dayton,3.817260585610733,19,6.1225,2,4.3208,5,2.72832,5,3.0367299385137256,4,4.29681045751634,3,5.257,6.9879999999999995,5.12,4.6816,4.7904,3.232,3.78,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,5.412,3.4,4.07843137254902
127,OH,Toledo,3.7115237435054698,19,5.3485,2,4.3208,5,2.72832,5,3.0367299385137256,4,4.143143790849673,3,4.311999999999999,6.385,5.12,4.6816,4.7904,3.232,3.78,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,4.951,3.4,4.07843137254902
200,OH,Youngstown,3.6852079540317852,19,5.0985,2,4.3208,5,2.72832,5,3.0367299385137256,4,4.143143790849673,3,4.311999999999999,5.885,5.12,4.6816,4.7904,3.232,3.78,4.048,4.1248000000000005,0.16,1.16,4.1488,1.2,3.607843137254902,3.0646766168,4.2744,4.951,3.4,4.07843137254902
39,OK,,3.0708618476267713,15,4.427200000000001,1,4.2522,4,2.753,4,1.3203985952670587,4,4.166666666666667,2,,4.427200000000001,1.6,5.3824,5.2664,4.76,,2.7119999999999997,3.4368000000000003,,1.176,3.6872,0.8,0.9411764705882353,0.71641791048,2.824,,3.0,5.333333333333334
139,OK,Oklahoma City,3.3293369243765634,17,5.131500000000001,2,4.2522,4,2.753,4,1.3203985952670587,4,4.344444444444445,3,3.6740000000000004,6.589,1.6,5.3824,5.2664,4.76,,2.7119999999999997,3.4368000000000003,,1.176,3.6872,0.8,0.9411764705882353,0.71641791048,2.824,4.7,3.0,5.333333333333334
137,OK,Tulsa,3.3199839832000926,17,5.185499999999999,2,4.2522,4,2.753,4,1.3203985952670587,4,4.255444444444445,3,3.811,6.56,1.6,5.3824,5.2664,4.76,,2.7119999999999997,3.4368000000000003,,1.176,3.6872,0.8,0.9411764705882353,0.71641791048,2.824,4.433,3.0,5.333333333333334
40,OR,,5.580801638878431,16,4.3112,1,5.344,4,5.2976,5,7.081367339827451,4,4.396078431372549,2,,4.3112,7.2,5.7,4.788,3.688,,4.328,5.5312,7.359999999999999,4.616,4.6528,6.8,7.215686274509804,7.3233830848,6.986400000000001,,4.4,4.392156862745098
204,OR,Eugene,5.676351638878431,16,5.84,1,5.344,4,5.2976,5,7.081367339827451,4,4.396078431372549,2,,5.84,7.2,5.7,4.788,3.688,,4.328,5.5312,7.359999999999999,4.616,4.6528,6.8,7.215686274509804,7.3233830848,6.986400000000001,,4.4,4.392156862745098
59,OR,Portland,5.721757012336383,18,6.4985,2,5.344,4,5.2976,5,7.081367339827451,4,4.6017189542483665,3,7.115,5.882,7.2,5.7,4.788,3.688,,4.328,5.5312,7.359999999999999,4.616,4.6528,6.8,7.215686274509804,7.3233830848,6.986400000000001,5.013,4.4,4.392156862745098
213,OR,Salem,5.674534790114161,18,6.3515,2,5.344,4,5.2976,5,7.081367339827451,4,4.416385620915032,3,7.115,5.588,7.2,5.7,4.788,3.688,,4.328,5.5312,7.359999999999999,4.616,4.6528,6.8,7.215686274509804,7.3233830848,6.986400000000001,4.457,4.4,4.392156862745098
41,PA,,3.9156197053887585,15,4.4904,1,4.041,4,3.6684,4,4.302554287364706,4,3.0980392156862746,2,,4.4904,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,,4.0,2.196078431372549
190,PA,Allentown,4.023526372055425,15,6.109,1,4.041,4,3.6684,4,4.302554287364706,4,3.0980392156862746,2,,6.109,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,,4.0,2.196078431372549
206,PA,Harrisburg,4.002993038722092,15,5.801,1,4.041,4,3.6684,4,4.302554287364706,4,3.0980392156862746,2,,5.801,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,,4.0,2.196078431372549
189,PA,Lancaster,4.027659705388759,15,6.171,1,4.041,4,3.6684,4,4.302554287364706,4,3.0980392156862746,2,,6.171,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,,4.0,2.196078431372549
130,PA,Philadelphia,4.12232753226841,18,5.218,2,4.0328,5,3.6684,4,4.302554287364706,4,3.90602614379085,3,4.225,6.211,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,4.0,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,5.522,4.0,2.196078431372549
90,PA,Pittsburgh,4.058549754490632,18,6.004,2,3.4728000000000003,5,3.6684,4,4.302554287364706,4,3.932692810457516,3,5.523,6.484999999999999,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,1.2,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,5.602,4.0,2.196078431372549
218,PA,Reading,3.9908275322684097,18,5.3945,2,3.4728000000000003,5,3.6684,4,4.302554287364706,4,3.932692810457516,3,5.523,5.266,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,1.2,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,5.602,4.0,2.196078431372549
223,PA,York,3.939771976712854,18,4.935,2,3.4728000000000003,5,3.6684,4,4.302554287364706,4,3.932692810457516,3,5.523,4.3469999999999995,3.5200000000000005,4.7216000000000005,4.4024,3.5200000000000005,1.2,4.36,3.8384,,2.016,4.4592,4.4,3.294117647058824,3.9800995024000003,5.536,5.602,4.0,2.196078431372549
42,PR,,3.3482587064000002,2,,0,,0,,0,4.6965174128000005,1,2.0,1,,,,,,,,,,,,,,,4.6965174128000005,,,2.0,
