,State,City,M,n,PSW,M_social,n_social,M_race,n_race,M_gender,n_gender,M_sexual_orientation,n_sexual_orientation,M_disabilities,n_disabilities,M_infogram_socialEquityCitiesRanking,PSW_infogram_socialEquityCitiesRanking,M_nationalEquityAtlas,PSW_nationalEquityAtlas,M_usNews_stateRankingsEquality,PSW_usNews_stateRankingsEquality,M_wallethub_statesRacialEquality,PSW_wallethub_statesRacialEquality,M_wallethub_racialIntegration,PSW_wallethub_racialIntegration,M_wisevoter_mostDiverseStates,PSW_wisevoter_mostDiverseStates,M_bloomberg_blackWomenMetros,PSW_bloomberg_blackWomenMetros,M_georgetown_usaIndex,PSW_georgetown_usaIndex,M_usaNews_statesGenderEquality,PSW_usaNews_statesGenderEquality,M_statusWomen_bestWorstStates,PSW_statusWomen_bestWorstStates,M_iwpr_reproductiveRights,PSW_iwpr_reproductiveRights,M_wallethub_womenEquity,PSW_wallethub_womenEquity,M_hrc_stateEquityIndex,PSW_hrc_stateEquityIndex,M_move_lgbtqFamily,PSW_move_lgbtqFamily,M_map_equaliltyMaps,PSW_map_equaliltyMaps,M_axios_lgbtq_equality,PSW_axios_lgbtq_equality,M_wallethub_citiesDisabilities,PSW_wallethub_citiesDisabilities,M_ncaj_disabilityAccess,PSW_ncaj_disabilityAccess,M_usNews_equalityRankings,PSW_usNews_equalityRankings
231,AZ,Scottsdale,5.515608892339983,18,5.316481481481482,5.578479353122937,2,8.056768098284579,5,5.41144281035154,4,2.080791015003395,4,6.2413677331218524,3,14.756746969000195,19.0,21.128639736727763,15.2,1.1669525520333874,3.04,5.162654016034744,3.04,5.206164318804954,3.04,5.345150058987714,3.8,14.215751158173392,7.6,3.1430029720548682,3.1666666666666665,3.3224925530552336,2.533333333333333,,,0.47492255024614616,2.533333333333333,4.018559422774599,2.533333333333333,0.5584050297816016,4.75,1.1669525520333877,3.8,2.089157126604897,4.75,3.249984237289853,4.75,10.759346032172882,6.08,0.24861163065059128,3.04,3.267467145693486,3.04
233,AZ,Tempe,5.505838972713608,18,5.316481481481482,5.578479353122937,2,8.056768098284579,5,5.41144281035154,4,2.080791015003395,4,6.164480501062209,3,14.756746969000195,19.0,21.128639736727763,15.2,1.1669525520333874,3.04,5.162654016034744,3.04,5.206164318804954,3.04,5.345150058987714,3.8,14.215751158173392,7.6,3.1430029720548682,3.1666666666666665,3.3224925530552336,2.533333333333333,,,0.47492255024614616,2.533333333333333,4.018559422774599,2.533333333333333,0.5584050297816016,4.75,1.1669525520333877,3.8,2.089157126604897,4.75,3.249984237289853,4.75,10.583487478898144,6.08,0.24861163065059128,3.04,3.267467145693486,3.04
93,AZ,Tucson,5.528058534128191,18,5.316481481481482,5.772370902569188,2,8.056768098284579,5,5.41144281035154,4,2.080791015003395,4,5.794023837502095,3,13.847346197736073,19.0,23.285311097414493,15.2,1.1669525520333874,3.04,5.162654016034744,3.04,5.206164318804954,3.04,5.345150058987714,3.8,14.215751158173392,7.6,3.1430029720548682,3.1666666666666665,3.3224925530552336,2.533333333333333,,,0.47492255024614616,2.533333333333333,4.018559422774599,2.533333333333333,0.5584050297816016,4.75,1.1669525520333877,3.8,2.089157126604897,4.75,3.249984237289853,4.75,9.736168994938017,6.08,0.24861163065059128,3.04,3.267467145693486,3.04
5,CA,,7.825083237206857,16,3.661458333333333,3.347364876241792,1,6.989127060174593,4,8.56888714731756,5,9.599806716753815,4,8.225377107364686,2,,,6.948043851226207,7.6,2.5416436845008272,3.04,6.422130474505316,3.04,6.4571305019305045,3.04,9.241269095182142,3.8,,,6.334895781390245,3.1666666666666665,4.7618695235372295,2.533333333333333,7.956756756756757,3.1666666666666665,6.895932477327827,2.533333333333333,6.658634929699088,2.533333333333333,12.972972972972975,4.75,9.954771097628244,3.8,12.972972972972975,4.75,11.423735527666242,4.75,,,7.219741480611046,3.04,6.438830667402097,3.04
78,CA,Anaheim,7.151157888700043,18,4.647962962962963,4.6755938869878095,2,6.989127060174593,4,8.56888714731756,5,9.599806716753815,4,7.47941735144562,3,21.284770365590894,19.0,5.473359676519508,7.6,2.0021937616833254,3.04,5.059068527654878,3.04,5.086639991348547,3.04,7.279860448276998,3.8,,,4.990348919386239,3.1666666666666665,3.7511888515752676,2.533333333333333,6.267978803936411,3.1666666666666665,5.432308655729954,2.533333333333333,5.245376210233242,2.533333333333333,10.219530658591975,4.75,7.841925566593027,3.8,10.219530658591975,4.75,8.99911035842368,4.75,8.80803537098402,6.08,5.687390975216403,3.04,5.072224196264426,3.04
115,CA,Bakersfield,6.403585674910127,18,5.070185185185185,3.2415783143530987,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,7.449128441846367,3,9.175174379137998,19.0,12.690294889086934,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,8.001898857387141,6.08,5.213770630299007,3.04,4.649832174368707,3.04
58,CA,Chula Vista,7.3862537534986865,18,5.070185185185185,5.971540180421028,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,7.1462393458538225,3,27.589629159276978,19.0,12.690294889086934,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,7.27546949184222,6.08,5.213770630299007,3.04,4.649832174368707,3.04
278,CA,Fontana,7.277910228466559,18,5.070185185185185,5.971540180421028,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,6.333098618919994,3,27.589629159276978,19.0,12.690294889086934,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,5.325286041263931,6.08,5.213770630299007,3.04,4.649832174368707,3.04
236,CA,Fremont,7.5417841433012525,18,5.070185185185185,5.971540180421028,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,8.31352732348663,3,27.589629159276978,19.0,12.690294889086934,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,10.075016508288423,6.08,5.213770630299007,3.04,4.649832174368707,3.04
128,CA,Fresno,6.315091652117989,18,5.070185185185185,3.083301350176776,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,7.230116326282527,3,4.639673332332665,19.0,16.15816783610472,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,7.4766345469161966,6.08,5.213770630299007,3.04,4.649832174368707,3.04
250,CA,Garden Grove,6.369729074483761,18,5.070185185185185,3.083301350176776,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,7.640181563933974,3,4.639673332332665,19.0,16.15816783610472,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,8.460108149500098,6.08,5.213770630299007,3.04,4.649832174368707,3.04
241,CA,Glendale,6.408534061959451,18,5.070185185185185,3.083301350176776,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,7.93142107931142,3,4.639673332332665,19.0,16.15816783610472,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,9.158597924062523,6.08,5.213770630299007,3.04,4.649832174368707,3.04
230,CA,Huntington Beach,6.539539699677381,18,5.070185185185185,3.083301350176776,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,8.914645683225677,3,4.639673332332665,19.0,16.15816783610472,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,11.516699402985267,6.08,5.213770630299007,3.04,4.649832174368707,3.04
240,CA,Irvine,6.410086261458478,18,5.070185185185185,3.083301350176776,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,7.943070659926515,3,4.639673332332665,19.0,16.15816783610472,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,9.186537515045012,6.08,5.213770630299007,3.04,4.649832174368707,3.04
71,CA,Long Beach,7.36953603775351,18,5.070185185185185,5.8275188917855285,2,6.989127060174593,4,8.568887147317561,5,9.599806716753815,4,7.4258292806161705,3,23.150287145266095,19.0,16.15816783610472,15.2,1.8354600688297522,3.04,4.637772050681536,3.04,4.663047486864282,3.04,6.673626406782731,3.8,,,4.574775102365873,3.1666666666666665,3.4388067126515813,2.533333333333333,5.746009715475363,3.1666666666666665,4.97993041930553,2.533333333333333,4.808564867257537,2.533333333333333,9.368494101318529,4.75,7.188885269583198,3.8,9.368494101318529,4.75,8.249704915668064,4.75,7.946019675422148,6.08,5.213770630299007,3.04,4.649832174368707,3.04
70,CA,Los Angeles,7.301493825640095,19,5.203333333333334,5.680131193020916,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,7.379230958155779,3,22.65159263681116,19.0,14.682261328848416,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,7.633790321280652,6.08,5.080355402055537,3.04,4.530847572853613,3.04
220,CA,Modesto,7.262095645904111,19,5.203333333333334,5.707071755405155,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,6.983145217242455,3,22.65159263681116,19.0,14.859333827286786,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,6.708152407858608,6.08,5.080355402055537,3.04,4.530847572853613,3.04
279,CA,Moreno Valley,7.181281437983053,19,5.203333333333334,5.707071755405155,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,6.326108870550935,3,22.65159263681116,19.0,14.859333827286786,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,5.172682457358505,6.08,5.080355402055537,3.04,4.530847572853613,3.04
72,CA,Oakland,7.404046842373496,19,5.203333333333334,5.655988918050532,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,8.280908497764354,3,22.31583997104663,19.0,14.859333827286786,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,9.740977806541435,6.08,5.080355402055537,3.04,4.530847572853613,3.04
238,CA,Oceanside,7.365645764850723,19,5.203333333333334,5.655988918050532,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,7.9686997372797315,3,22.31583997104663,19.0,14.859333827286786,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,9.01135733360876,6.08,5.080355402055537,3.04,4.530847572853613,3.04
268,CA,Ontario,7.213474330786603,19,5.203333333333334,5.655988918050532,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,6.731514275956339,3,22.31583997104663,19.0,14.859333827286786,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,6.12010008639048,6.08,5.080355402055537,3.04,4.530847572853613,3.04
153,CA,Oxnard,7.822181250157272,19,5.203333333333334,7.258204030957681,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,7.174198339330058,3,22.31583997104663,19.0,25.39022880385779,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,7.154636577862184,6.08,5.080355402055537,3.04,4.530847572853613,3.04
255,CA,Rancho Cucamonga,7.865740681377133,19,5.203333333333334,7.258204030957681,2,7.075458601673714,5,8.56888714731756,5,9.599806716753815,4,7.528345590029031,3,22.31583997104663,19.0,25.39022880385779,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,10.548793508434763,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,7.982265771039539,6.08,5.080355402055537,3.04,4.530847572853613,3.04
91,CA,Riverside,6.947706838678737,19,5.203333333333334,4.894098191332067,2,6.3758701243074585,5,8.56888714731756,5,9.599806716753815,4,7.894142421343104,3,14.406131821756835,19.0,17.76135532947123,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.789878283151824,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,8.837119608729314,6.08,5.080355402055537,3.04,4.530847572853613,3.04
67,CA,Sacramento,7.72107141733269,19,5.203333333333334,7.171943831990273,2,6.3758701243074585,5,8.56888714731756,5,9.599806716753815,4,7.7753166990691085,3,23.229399549987306,19.0,23.909705969692506,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.789878283151824,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,8.559428234702704,6.08,5.080355402055537,3.04,4.530847572853613,3.04
212,CA,Salinas,7.475396269645533,19,5.203333333333334,6.461760673583507,2,6.3758701243074585,5,8.56888714731756,5,9.599806716753815,4,7.7753166990691085,3,23.229399549987306,19.0,19.241878163636514,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.789878283151824,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,8.559428234702704,6.08,5.080355402055537,3.04,4.530847572853613,3.04
95,CA,San Benandino,7.01841100118758,19,5.203333333333334,5.1407347401337535,2,6.3758701243074585,5,8.56888714731756,5,9.599806716753815,4,7.7753166990691085,3,14.546679449286172,19.0,19.241878163636514,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.789878283151824,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,8.559428234702704,6.08,5.080355402055537,3.04,4.530847572853613,3.04
280,CA,San Bernardino,6.839874648227228,19,5.203333333333334,5.1407347401337535,2,6.3758701243074585,5,8.56888714731756,5,9.599806716753815,4,6.323778954427913,3,14.546679449286172,19.0,19.241878163636514,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.789878283151824,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,5.167237528456016,6.08,5.080355402055537,3.04,4.530847572853613,3.04
80,CA,San Diego,7.300943763083136,19,5.203333333333334,5.906930413626641,2,6.3758701243074585,5,8.56888714731756,5,9.599806716753815,4,7.917441582573303,3,17.25612537999058,19.0,21.568414045896244,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.789878283151824,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,8.891568897754148,6.08,5.080355402055537,3.04,4.530847572853613,3.04
56,CA,San Francisco,8.234343279698495,19,5.203333333333334,8.297949571669935,2,6.412907161344497,5,8.56888714731756,5,9.599806716753815,4,8.718932728892034,3,29.671165811748498,19.0,24.868848669567026,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.935938500960921,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,10.76462444020817,6.08,5.080355402055537,3.04,4.530847572853613,3.04
64,CA,San Jose,8.035756388596496,19,5.203333333333334,7.948386717415735,2,6.412907161344497,5,8.56888714731756,5,9.599806716753815,4,8.08752545955373,3,24.884738274221704,19.0,27.357701008728608,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.935938500960921,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,9.289048707635375,6.08,5.080355402055537,3.04,4.530847572853613,3.04
68,CA,Santa Ana,7.8667204954657235,19,5.203333333333334,7.639513747364534,2,6.412907161344497,5,8.56888714731756,5,9.599806716753815,4,7.581933660858483,3,22.854605876575757,19.0,27.357701008728608,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.935938500960921,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,8.107499135796646,6.08,5.080355402055537,3.04,4.530847572853613,3.04
178,CA,Santa Barbara,7.644603238652675,19,5.203333333333334,6.997430343873485,2,6.412907161344497,5,8.56888714731756,5,9.599806716753815,4,7.581933660858483,3,22.854605876575757,19.0,23.137473129280714,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.935938500960921,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,8.107499135796646,6.08,5.080355402055537,3.04,4.530847572853613,3.04
258,CA,Santa Clarita,7.61795174455105,19,5.203333333333334,6.997430343873485,2,6.412907161344497,5,8.56888714731756,5,9.599806716753815,4,7.365251461417663,3,22.854605876575757,19.0,23.137473129280714,15.2,1.7884924629685308,3.04,4.519096055790795,3.04,4.543724718586987,3.04,6.502854914631089,3.8,7.935938500960921,7.6,4.457711137008869,3.1666666666666665,3.350811053658183,2.533333333333333,5.598975016015373,3.1666666666666665,4.852498930534774,2.533333333333333,4.685518453293619,2.533333333333333,9.128763613068545,4.75,7.004928813293414,3.8,9.128763613068545,4.75,8.038603134958926,4.75,7.601120747865759,6.08,5.080355402055537,3.04,4.530847572853613,3.04
